id,question,answerKey,choice_0,choice_1,choice_2,choice_3
LEAP_2008_8_10424,"In an accurate diagram of the solar system, which object would be shown closest to Earth?",0,the Moon,the asteroid belt,Mars,Saturn
MCAS_2000_8_11,"Typically, sedimentary rocks are formed",3,only in erupting volcanoes.,only under great pressure and high temperatures.,below Earth's surface as magma cools and crystallizes.,from materials that settle.
Mercury_7068618,Which renewable resource is used with photovoltaic cells to produce electricity?,1,hydrothermal energy,solar energy,geothermal energy,nuclear energy
Mercury_SC_402621,Which will most likely happen to a solid substance that is heated?,0,It will melt.,It will boil.,It will harden.,It will evaporate.
Mercury_7081638,A scientist observes an unusual activity while studying bacterial cells. Using scientific inquiry to investigate the activity will enable the scientist to,2,control the behavior.,prove that the behavior is beneficial.,evaluate different explanations of the behavior.,conclude how the behavior will change in the future.
NYSEDREGENTS_2009_8_31,"In order to survive, all organisms must have",2,chlorophyll,carbon dioxide,energy,blood
NYSEDREGENTS_2005_8_43,Which observation of a plant supports the inference that photosynthesis can take place?,2,"a strong, sweet smell","a dry, rough texture",a green color,a smooth stem
Mercury_SC_402028,"To safely conduct an experiment using chemicals, what should students always do?",1,Work in large groups.,Wear safety goggles.,Wear short sleeves.,Keep a window open.
NYSEDREGENTS_2009_8_25,Infections may be caused by,1,mutations,microorganisms,toxic substances,climate changes
Mercury_7008313,Which are two parts of the carbon cycle?,3,freezing and thawing,growth and reproduction,evaporation and precipitation,photosynthesis and respiration
Mercury_SC_408413,The digestive system breaks food into simple substances that the body can use. What system carries these simple substances from the digestive system to other parts of the body?,0,circulatory,nervous,respiratory,skeletal
Mercury_182140,"A student conducts an experiment using a common but potentially harmful bacteria culture. After working with the bacteria, which is the most important safety practice to follow?",2,turn off any electrical equipment,dispose of waste materials,wash hands and tabletops thoroughly,return materials to their proper place
Mercury_SC_415479,Which of these environmental changes goes on for months or years?,0,drought,flood,avalanche,landslide
Mercury_SC_416531,Erin placed her shamrock plant in a dark corner. Soon she saw that the leaves had tilted toward her window. What did the plant need most from the window?,0,sunlight during the day,air during the day,darkness at night,warmth at night
MEA_2011_8_10,Which gravitational pull has the greatest influence on Earth's tides?,0,the gravitational pull between Earth and the Moon,the gravitational pull between Earth and the Sun,the gravitational pull between Earth and Jupiter,the gravitational pull between Earth and Mars
Mercury_7142363,One key physical process in beach formation is wave action. Sand is deposited on beaches as waves break onto the shoreline and the energy from the wave scatters. Which type of energy is most used by wave action to modify the shape of the beaches?,3,thermal,potential,chemical,mechanical
VASoL_2008_3_34,A student is asked to bring something that feels rough to class. Which would be BEST for him to bring?,2,Pillow,Marble,Sandpaper,Trading card
Mercury_SC_400835,What tool would be used to examine a fingerprint?,1,a graduated cylinder,a hand lens,a pair of goggles,a thermometer
MCAS_2015_5_15,Which of the following is a mineral?,0,diamond,plastic,steel,wood
Mercury_SC_415409,"During a rainstorm, leaves wash down a gully on a hillside. The water slows down at the foot of the hill and fans out, depositing the leaves. What geologic structure is formed in a similar way?",3,a basalt column,a stalactite,a fault line,a delta
Mercury_SC_401237,The change in fur color of the Arctic hare from brown in the summer to white in the winter is an example of,3,mimicry.,heredity.,diversity.,camouflage.
VASoL_2007_3_8,Which sense is used to tell if there is sugar in a glass of tea?,3,Touch,Hearing,Smell,Taste
NYSEDREGENTS_2005_8_4,The surface of Earth is covered by a relatively thin layer of water called the,2,crust,mantle,hydrosphere,atmosphere
Mercury_7251930,All organisms contain DNA and RNA. What are the subunits of DNA and RNA?,3,simple sugars,amino acids,carbohydrates,nucleotides
Mercury_SC_413305,How does ice change the shape of rocks?,1,It dissolves the rocks by pooling on surfaces.,It breaks the rocks by expanding in openings.,It smooths the rocks by colliding with them.,It moves the rocks by pressing on them.
Mercury_7234203,Which property of Earth's interior keeps the innermost part in a solid state?,1,relatively low temperature,extremely high pressure,high rate of heat flow,low rate of radioactive decay
Mercury_7217753,Diseases that can be transmitted between organisms are,0,infectious.,inherited.,environmental.,congenital.
Mercury_SC_401229,The transfer of thermal energy from one object to another is known as,0,heat.,electricity.,magnetism.,temperature.
Mercury_405868,Which part of the body carries out the function of copying DNA?,3,brain,heart,bones,cells
Mercury_7025428,The atomic mass of an atom is,2,the same as the atomic number.,the same as the group number.,the sum of protons and neutrons.,the difference between protons and electrons.
NYSEDREGENTS_2009_8_26,Different species of carnivorous animals that share the same habitat in an ecosystem may,1,become decomposers,compete for food,produce their own food,mate with each other
Mercury_SC_401005,Which scientist is best known for studying plants and animals?,2,Isaac Newton,Albert Einstein,Charles Darwin,Nicolaus Copernicus
NYSEDREGENTS_2009_4_25,Green plants get the energy they need to make food from,1,air,sunlight,water,soil
NYSEDREGENTS_2006_4_4,The movement of soil by wind or water is called,2,condensation,evaporation,erosion,friction
Mercury_SC_415072,Arctic areas are covered with snow and ice for much of the year. Which color rabbits would be safest from foxes there?,2,grey,black,white,brown
