run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
264310,0,Ants have ______ Respiratory systems.,1,4,2,6,5
336429,0,Daisy was taught by Cliff. Daisy cheated Cliff. Who did something affecting Cliff?,Daisy,Cliff,Charity,Joy,Rob
294329,2,April received a letter in September. She answered it 10 months later. When did she answer the letter?,October,June,July,August,September
320651,4,Joy is jumping up and down. Charity is hanging one’s head. Rob is expressing resolve. Which of them is most likely feeling diffidence?,Daisy,Rob,Joy,Cliff,Charity
295919,0,April missed a call at 1 a.m.. She returned it 2 hours later. When did she return the call?,3 a.m.,6 a.m.,6 p.m.,4 p.m.,5 a.m.
263422,2,Duke bet Ginger that no animal is a rough-skinned newt. Ginger is an appraiser. Duke is a fast-food cook. Which of them won the bet?,doctor,basketball coach,appraiser,batter,fast-food cook
296137,2,April missed a call at 7 p.m.. She returned it 2 hours later. When did she return the call?,10 a.m.,12 a.m.,9 p.m.,noon,11 p.m.
319586,2,Daisy is jumping up and down. Rob is acting violently. Rob is failing to acknowledge one's debt. Which of them is most likely feeling pleasure?,Cliff,Rob,Daisy,Charity,Joy
193406,2,How many letters are in the word “horse”?,7,6,5,3,10
190090,3,Pick the thing which is typically larger than all the others.,beet,crib,baked potato,Old English Sheepdog,wine glass
324646,2,"In U.S. autumn, Joy visits the campground every day. In U.S. summer, Joy visits the theater district every day. Where will Joy go on October 2?",the theater district,the town square,the campground,the botanical garden,the graveyard
319891,3,"In Blue Town, every furniture shop is bright emerald green, every farmer's market is brownish yellow, and every cheese shop is light purplish gray. Jade needs a poultry wing. What color store could she get it at?",bright aqua green,white,purple,brownish yellow,blue gray
214786,0,"I follow the vegan diet program, so I won't eat ______?",buttermilk,group of corn kernels,orange,mango,tomato
189998,1,Pick the one which is typically larger than all the others.,computer mouse,poodle,pitcher,heart,baseball glove
263452,3,Ginger bet Duke that no river bed is a mammal. Ginger is a real estate agent. Duke is a birder. Which of them won the bet?,ornithologist,pitcher,babysiter,real estate agent,newscaster
260227,3,"Cherry needs the intersection of office furniture and cart, dry vermouth, and pomegranates. She already has the intersection of office furniture and cart and pomegranates. Where should she go?",furniture store,flower shop,toy store,liquor store,electronics store
320581,0,Joy is yawning. Daisy is waiting. Cliff is looking touched. Which of them is most likely feeling boredom?,Joy,Charity,Daisy,Rob,Cliff
258837,0,"Cherry needs toys, volleyballs, and football cleats. She already has football cleats and toys. Where should she go?",sporting goods store,office supply store,toy store,fish market,grocery store
320114,0,Rob is expressing resolve. Joy is looking impressed. Cliff is concealing information. Which of them is most likely feeling guilt?,Cliff,Daisy,Rob,Charity,Joy
300998,2,Daisy mocked Will. Cliff honoured Will. Who made Will feel proud?,Rob,Joy,Cliff,Daisy,Charity
259920,3,"Cherry needs mangos, eyeshadow, and built-in stoves. She already has built-in stoves and mangos. Where should she go?",lawn and garden store,cheese shop,bookstore,cosmetics and beauty supply store,bait and tackle shop
320847,3,"In Purple Town, every appliance store is light violet gray, every butcher shop is terra cotta, and every confectioner's shop is red brown. Ebony needs whole poultry. What color store could she get it at?",yellow,very dark grayish brown,light violet gray,red brown,blue
290110,2,What typically lasts a few hours?,Shevet,swimming,major league baseball game,November nineteenth,March second
267624,2,Penny is a common clownfish. How many tails does she have?,9,6,1,4,7
336199,3,"In Strange Town, you're only allowed to play a team sport in the park, you're only allowed to play musical instruments in the botanical garden, and you're only allowed to play cards in the campground. Daisy is using a basketball in basketball. Where is Daisy?",the shipyard,the campground,the botanical garden,the park,the theater district
295915,4,April missed a call at 11 p.m.. She returned it 4 hours later. When did she return the call?,4 a.m.,6 a.m.,12 a.m.,1 p.m.,3 a.m.
263714,4,Ginger bet Duke that no capital city is a plough. Ginger is a U.S. Navy seal. Duke is a troop. Which of them won the bet?,fast-food cook,singer,lead guitarist,soldier,U.S. Navy seal
265676,4,Diesel is a bird. How many arms does he have?,8,7,3,6,0
259420,1,"Cherry needs pruning saws, black and white televisions, and PortableVideoGameSystem. She already has black and white televisions and PortableVideoGameSystem. Where should she go?",liquor store,lawn and garden store,drugstore,flower shop,art supply store
319645,3,Charity is expressing delight. Cliff is flirting. Daisy is waging war. Which of them is most likely feeling romantic attraction to someone?,Joy,Rob,Daisy,Cliff,Charity
296145,0,April missed a call at 11 p.m.. She returned it 7 hours later. When did she return the call?,6 a.m.,5 p.m.,9 a.m.,3 a.m.,10 p.m.
263453,2,Duke bet Ginger that no tooth is chocolate. Ginger is a florist. Duke is a CIA agent. Which of them won the bet?,maid,florist,CIA agent,Professional cook,cosmetic surgeon
320370,3,Daisy is avoiding participation in social activities. Joy is scowling. Charity is speaking loudly. Which of them is most likely feeling irritation?,Charity,Cliff,Rob,Daisy,Joy
260251,0,"In Dill town, you can only buy herbs at Rosemary's Store, and you can only buy meat at Cherry's Store. In a strange coincidence, any time Basil is at Rosemary's Store, Lily is at Pepper's Store, and any time he is at Cherry's Store, she is at Pepper's Store. Basil is buying catfish. Where is Lily?",Pepper's Store,Rose's Store,Rosemary's Store,Carrot's Store,Cherry's Store
295880,2,April missed a call at noon. She returned it 3 hours later. When did she return the call?,8 p.m.,2 a.m.,3 p.m.,6 p.m.,6 a.m.
264113,0,Ginger bet Duke that no unripe strawberry is a fruit. Ginger is a baker. Duke is a rancher. Which of them won the bet?,rancher,pitcher,baker,babysiter,chemist
263130,4,Ginger bet Duke that no topographical feature is vegan food. Ginger is a babysiter. Duke is a software developper. Which of them won the bet?,computer programmer,assistant professor,firefighter,politician,babysiter
263564,0,Duke bet Ginger that no menage is a sloth. Ginger is a priest. Duke is a retail sales clerk. Which of them won the bet?,retail sales clerk,priest,fast-food cook,dairy worker,doctor
324599,3,"In U.S. summer, Daisy visits the forest every day. In U.S. spring, Daisy visits the shipyard every day. Where will Daisy go on April 23?",the campground,the forest,the botanical garden,the shipyard,the park
290217,1,______ typically last tens of minutes.,moppings,needlework,cases of enteritis,openings a drawer,March seconds
290204,1,______ typically last tens of minutes.,March sixths,aerobics,plantings seeds,June 22nds,August firsts
294767,1,April missed a call at 12 a.m.. She returned it 10 hours later. When did she return the call?,9 p.m.,10 a.m.,1 a.m.,2 a.m.,12 a.m.
296154,0,April missed a call at 2 a.m.. She returned it 3 hours later. When did she return the call?,5 a.m.,4 a.m.,7 a.m.,4 p.m.,7 p.m.
189856,1,Pick the thing which is typically the biggest.,rubber duck,roasting pan,notebook,salt shaker,french fry
263497,4,Ginger bet Duke that no prepared food is egg salad. Ginger is a beer maker. Duke is a stock market broker. Which of them won the bet?,kindergarten teacher,real estate agent,brewer,pediatrician,stockbroker
320148,3,Charity is avoiding something. Daisy is shaking a fist at something. Charity is expressing romantic love. Which of them is most likely feeling outrage?,Rob,Cliff,Charity,Daisy,Joy
190063,2,Pick the one which is usually bigger than the others.,built-in oven,side-by-side refrigerator-freezer,unisex restroom,billiard table,bear
190290,2,Pick the one which is typically the tiniest.,oven,chest freezer,Bernese Mountain Dog,armoire,Egyptian pyramid
325232,1,"In U.S. autumn, Joy visits the graveyard every day. In U.S. summer, Joy visits the campground every day. Where will Joy go on October 28?",the park,the graveyard,the financial district,the campground,the forest
162235,2,"Which of the following is 4 weeks after 6:01 p.m. on April 4, 1968?","6:01 p.m. on April 4, 1928","6:01 p.m. on December 4, 1967","6:01 p.m. on May 2, 1968","6:01 p.m. on August 4, 1968","10:01 p.m. on April 4, 1968"
319097,3,Rob is giving a reproachful look. Joy is bowing. Rob is attempts at making friends. Which of them is most likely feeling esteem?,Charity,Daisy,Cliff,Joy,Rob
263458,4,Duke bet Ginger that no capital is a red rock crab. Ginger is a faculty member. Duke is a fisherman. Which of them won the bet?,batter,Prime Minister,academic,assistant professor,fisherman
320059,0,"In Green Town, every shoe store is burnt Italian earth, every bakery is pearl, and every art supply shop is brown. Sapphire needs a lace-up shoe. What color store could she get it at?",burnt Italian earth,pale drab gray,brown,blue,orange
295780,1,April missed a call at 10 a.m.. She returned it 12 hours later. When did she return the call?,4 p.m.,10 p.m.,3 a.m.,1 p.m.,7 a.m.
214177,3,______ are prohibited by a gluten free diet.,navy beans,prune,shellfish,frosted doughnuts,cabbages
319352,4,Daisy is speaking loudly. Joy is expressing confusion. Charity is expressing affection. Which of them is most likely feeling self-confidence?,Cliff,Rob,Charity,Joy,Daisy
296015,4,April missed a call at 1 a.m.. She returned it 2 hours later. When did she return the call?,2 a.m.,9 p.m.,10 p.m.,4 p.m.,3 a.m.
319529,2,Cliff is expressing feeling offended. Daisy is kissing. Joy is splashing. Which of them is most likely feeling humour?,Rob,Charity,Joy,Cliff,Daisy
263272,0,Duke bet Ginger that no naval gun is two and a half bath dwelling. Ginger is a mobile ice cream vendor. Duke is a cow poke. Which of them won the bet?,cowpoke,contract killer,mobile ice cream vendor,fisherman,cowboy
324625,2,"In U.S. winter, Joy visits the park every day. In U.S. autumn, Joy visits the shipyard every day. Where will Joy go on September 17?",the park,the forest,the shipyard,the botanical garden,the graveyard
181981,0,"Which of the following is 2 hours after 2:16 a.m. on March 1, 2001?","4:16 a.m. on March 1, 2001","0:16 a.m. on March 1, 2001","2:18 a.m. on March 1, 2001","2:16 a.m. on March 1, 2021","2:16 a.m. on February 27, 2001"
263961,2,Ginger bet Duke that no wedding cake is a hound dog. Ginger is a baker. Duke is a doorman. Which of them won the bet?,doorman,Prime Minister,baker,politician,appraiser
215048,3,Rosalyn is coming to your house for dinner. She is an adherent of the vegetarian diet program. What food or drink would she not be willing to eat?,pizza,pistachio,farro,dried fish,Burton ale
335928,4,"In Strange Town, you're only allowed to play board games in the park, you're only allowed to play a musical instrument in the botanical garden, and you're only allowed to attend entertainment events in the campground. Cliff is Instrument Playing Fn charango. Where is Cliff?",the park,the forest,the graveyard,the campground,the botanical garden
300879,4,Daisy deprecated Will. Cliff backed Will. Who made Will feel embarrassed?,Cliff,Charity,Rob,Joy,Daisy
193300,0,You write the word “heel” with ______ letters.,4,11,5,8,10
297192,2,"Only females who like kumquats are allowed on the soccer team. Only males who like prunes are allowed on the baseball team. Daisy's mother, Billie, likes all orange fruits. Which team could Billie join?",the hockey team,the basketball team,the soccer team,the rugby team,the baseball team
319554,1,Charity is flamenco dancing. Rob is blushing. Daisy is expressing feeling depressed. Which of them is most likely feeling passion?,Cliff,Charity,Daisy,Rob,Joy
